"Statistische Daten zu den Stadtteilen Hamburgs, © Statistikamt Nord ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reitbrook","517.0","59.0","11.4119922631","137.0","26.499032882","47.0","9.09090909091","73.0","14.1199226306","9.0","15.2542372881","270.0","1.93703703704","127.0","47.037037037","43.0","15.9259259259","4.0","9.3023255814","6.937304502","74.5246226183","4.0","4.0","44.0","29.0","15.0","199.0","59.5808383234","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.773694390716","0.0","0.0","3.0","242.0","37041.0","147.0","231.0","2.0","151.0","65.367965368","119.701298701","53.4835589942","0.0","0.0","0.0","0.0","200.0",".    ",".    ","0.0","0.0","21.0","66.6666666667","33.3333333333","0.0","0.0","2.0","0.0","282.0","545.454545455"
"Allermöhe","1360.0","218.0","16.0294117647","266.0","19.5588235294","135.0","9.92647058824","290.0","21.3392200147","68.0","31.1926605505","661.0","2.09077155825","257.0","38.880484115","139.0","21.0287443268","29.0","20.8633093525","8.637358433","157.455547382","9.0","13.0","200.0","229.0","-29.0","555.0","60.1300108342","17.0","1.84182015168","0.0","0.0","3.0","1.42180094787","34.0","2.5","11.0","6.43274853801","18.0","696.0","38369.0","454.0","588.0","13.0","502.0","85.3741496599","115.18877551","49.8022058824","0.0","0.0","0.0","0.0","203.0","2548.0",".    ","2.0","0.0","83.0","61.4457831325","36.1445783133","0.0","0.0","2.0","0.0","780.0","573.529411765"
"Billwerder","1584.0","230.0","14.5202020202","260.0","16.4141414141","417.0","26.3257575758","541.0","34.154040404","87.0","37.8260869565","677.0","1.88478581979","340.0","50.2215657312","114.0","16.8389955687","23.0","20.1754385965","9.469395088","167.275732534","14.0","14.0","325.0","287.0","38.0","436.0","38.2791922739","40.0","3.51185250219","0.0","0.0","10.0","5.37634408602","119.0","7.51262626263","27.0","14.5945945946","70.0","643.0","30575.0","382.0","559.0","0.0","405.0","72.4508050089","93.7924865832","33.0997474747","0.0","0.0","0.0","0.0","207.0",".    ",".    ","1.0","1.0","79.0","67.0886075949","32.9113924051","0.0","0.0","0.0","0.0","580.0","366.161616162"
"Moorfleet","1277.0","221.0","17.3061863743","191.0","14.9569303054","215.0","16.8363351605","346.0","27.137254902","77.0","34.8416289593","604.0","1.99337748344","264.0","43.7086092715","120.0","19.8675496689","24.0","20.0","4.372494647","292.05295903","7.0","7.0","154.0","150.0","4.0","476.0","52.5386313466","35.0","3.86313465784","4.0","2.7397260274","8.0","5.16129032258","94.0","7.36100234926","22.0","12.2222222222","55.0","565.0","34387.0","331.0","445.0","0.0","356.0","80.0","101.305617978","35.3022709475","0.0","0.0","0.0","0.0","199.0",".    ",".    ","0.0","0.0","71.0","69.014084507","29.5774647887","0.0","0.0","0.0","0.0","647.0","506.656225529"
"Tatenberg","555.0","103.0","18.5585585586","105.0","18.9189189189","29.0","5.22522522523","58.0","10.5072463768","13.0","12.6213592233","246.0","2.26016260163","83.0","33.7398373984","67.0","27.2357723577","7.0","10.447761194","3.066091996","181.012181214","3.0","3.0","45.0","32.0","13.0","230.0","63.7119113573","8.0","2.21606648199","0.0","0.0","0.0","0.0","7.0","1.26126126126","0.0","0.0","5.0","260.0","42598.0","166.0","225.0","7.0","189.0","84.0","114.613333333","46.4648648649","0.0","0.0","0.0","0.0","223.0",".    ",".    ","0.0","0.0","38.0","52.6315789474","47.3684210526","0.0","0.0","0.0","0.0","302.0","544.144144144"
"Spadenland","506.0","76.0","15.0197628458","114.0","22.5296442688","17.0","3.35968379447","33.0","6.53465346535","7.0","9.21052631579","243.0","2.09053497942","89.0","36.6255144033","46.0","18.9300411523","10.0","21.7391304348","3.419222592","147.986855604","3.0","7.0","51.0","30.0","21.0","195.0","58.734939759","6.0","1.80722891566","0.0","0.0","0.0","0.0","9.0","1.77865612648","0.0","0.0","7.0","261.0","35255.0","114.0","208.0","6.0","118.0","56.7307692308","108.293269231","44.5158102767","0.0","0.0","0.0","0.0","223.0",".    ",".    ","0.0","0.0","33.0","60.6060606061","39.3939393939","0.0","0.0","0.0","0.0","281.0","555.335968379"
"Neuallermöhe","23715.0","5573.0","23.4998945815","1957.0","8.25216107949","3946.0","16.6392578537","15234.0","64.2839058148","4348.0","78.1031075983","9596.0","2.41579824927","2866.0","29.866611088","3218.0","33.5348061692","849.0","26.3828464885","4.2042428238","5640.73032741","289.0","97.0","1542.0","1882.0","-340.0","9903.0","57.6694619147","963.0","5.60796645702","45.0","1.32508833922","160.0","5.01253132832","4335.0","18.2795698925","1446.0","31.5307457479","1758.0","9440.0","28633.0","3181.0","9069.0","27.0","2488.0","27.4341162201","80.7471606572","30.8790217162","5019.0","55.342375124","816.0","16.2582187687","275.0",".    ",".    ","8.0","3.0","1926.0","58.0477673936","39.8753894081","14.0","8.0","8.0","2.0","7855.0","331.224963104"
"Harburg","26098.0","4164.0","15.9552456127","2783.0","10.6636523872","10645.0","40.7885661737","15558.0","59.6480466204","3423.0","82.2243574345","14144.0","1.67639988688","8788.0","62.1323529412","2187.0","15.4623868778","659.0","30.1326017375","3.99064839933","6539.78937467","412.0","185.0","7187.0","6062.0","1125.0","9644.0","48.924512987","1539.0","7.80742694805","145.0","3.46392737697","185.0","8.90279114533","5140.0","19.6949957851","1469.0","40.7715792395","2663.0","9499.0","20773.0","1573.0","12448.0","273.0","284.0","2.28149100257","60.9327602828","29.0631849184","1213.0","9.74453727506","233.0","19.208573784","283.0","2544.0","2750.0","15.0","1.0","1071.0","68.253968254","22.6890756303","175.0","33.0","60.0","14.0","4882.0","187.064142846"
"Neuland und Gut Moor","1704.0","413.0","24.2370892019","259.0","15.1995305164","495.0","29.0492957746","708.0","41.5492957746","259.0","62.8640776699","716.0","2.24441340782","282.0","39.3854748603","184.0","25.6983240223","32.0","17.3913043478","10.0703196862","169.210119748","24.0","7.0","269.0","279.0","-10.0","576.0","52.5068368277","51.0","4.64904284412","7.0","3.43137254902","5.0","2.47524752475","242.0","14.2018779343","96.0","27.5862068966","83.0","693.0","32295.0","430.0","566.0","4.0","467.0","82.5088339223","102.632508834","34.0903755869","0.0","0.0","0.0","0.0","440.0",".    ",".    ","0.0","1.0","134.0","62.6865671642","32.8358208955","0.0","0.0","0.0","0.0","709.0","416.079812207"
"Wilstorf","17104.0","2900.0","16.9550982226","3363.0","19.6620673527","3814.0","22.2988774556","7256.0","42.4600620282","1931.0","66.6551605109","9347.0","1.82336578581","4983.0","53.3112228523","1726.0","18.4658179095","471.0","27.2885283893","3.4228230096","4997.04482295","212.0","227.0","2354.0","1825.0","529.0","6614.0","58.4120816038","741.0","6.54420206659","58.0","2.97588506927","99.0","5.37167661422","2371.0","13.8622544434","719.0","29.735318445","1131.0","7823.0","25518.0","2036.0","8491.0","0.0","1451.0","17.088682134","69.0117771758","34.2597637979","1029.0","12.1187139324","619.0","60.1554907677","283.0","2357.0","1768.0","11.0","1.0","802.0","58.2294264339","36.4089775561","20.0","12.0","5.0","3.0","5388.0","315.014031805"
"Rönneburg","3190.0","613.0","19.2163009404","587.0","18.4012539185","386.0","12.1003134796","988.0","30.9717868339","274.0","44.6982055465","1504.0","2.17220744681","570.0","37.8989361702","369.0","24.5345744681","72.0","19.512195122","2.247532359","1419.33440345","32.0","26.0","277.0","260.0","17.0","1261.0","59.8481252966","67.0","3.1798766018","7.0","1.78117048346","8.0","1.96078431373","196.0","6.14420062696","51.0","10.2822580645","96.0","1443.0","38848.0","772.0","1387.0","6.0","752.0","54.2177361211","96.4008651766","41.9147335423","153.0","11.0310021629","81.0","52.9411764706","263.0",".    ",".    ","1.0","1.0","221.0","42.0814479638","56.1085972851","0.0","0.0","0.0","0.0","1432.0","448.902821317"
"Langenbek","4020.0","586.0","14.5771144279","884.0","21.9900497512","390.0","9.70149253731","1221.0","30.3958177745","262.0","44.7863247863","2003.0","2.04942586121","767.0","38.2925611583","386.0","19.27109336","106.0","27.4611398964","0.7935528185","5065.82536951","35.0","40.0","296.0","358.0","-62.0","1578.0","59.5471698113","90.0","3.39622641509","10.0","2.22222222222","25.0","3.55113636364","263.0","6.54228855721","73.0","15.0205761317","138.0","1924.0","34231.0","1194.0","1863.0","0.0","1129.0","60.601180891","86.7858293076","40.2194029851","352.0","18.8942565754","197.0","55.9659090909","252.0","2109.0",".    ","1.0","0.0","193.0","47.6683937824","46.1139896373","0.0","0.0","0.0","1.0","1793.0","446.019900498"
"Sinstorf","3636.0","760.0","20.902090209","667.0","18.3443344334","703.0","19.3344334433","1312.0","36.1233480176","456.0","60.0790513834","1600.0","2.09","663.0","41.4375","361.0","22.5625","61.0","16.8975069252","2.516604269","1444.80403407","51.0","33.0","468.0","453.0","15.0","1366.0","58.2515991471","117.0","4.98933901919","15.0","3.43249427918","15.0","4.0","365.0","10.0385038504","127.0","20.3525641026","140.0","1667.0","33328.0","843.0","1463.0","3.0","882.0","60.2870813397","91.2556390977","36.7180968097","92.0","6.28844839371","0.0","0.0","226.0","2596.0",".    ","2.0","1.0","241.0","51.0373443983","43.5684647303","9.0","3.0","3.0","0.0","1492.0","410.341034103"
"Marmstorf","8850.0","1356.0","15.3220338983","2608.0","29.4689265537","888.0","10.0338983051","2270.0","25.6555153707","566.0","41.7096536478","4641.0","1.95022624434","1999.0","43.0726136608","869.0","18.7244128421","205.0","23.5903337169","5.8434554701","1514.51483549","63.0","97.0","705.0","653.0","52.0","3033.0","58.6313551131","177.0","3.42161221728","9.0","1.01465614431","32.0","3.05052430887","484.0","5.46892655367","135.0","12.6286248831","242.0","4505.0","36313.0","2225.0","4269.0","10.0","2125.0","49.7774654486","89.2921058796","43.0720903955","110.0","2.57671585851","0.0","0.0","323.0","2274.0","2056.0","3.0","1.0","481.0","34.7193347193","61.5384615385","7.0","5.0","6.0","2.0","3890.0","439.548022599"
"Eißendorf","24324.0","4074.0","16.7488899852","5123.0","21.0615030423","4035.0","16.5885545141","9030.0","37.148263946","2298.0","56.4480471629","12985.0","1.88309587986","6444.0","49.6264921063","2481.0","19.1066615325","648.0","26.1185006046","8.339131496","2916.85051515","252.0","210.0","2519.0","2311.0","208.0","8996.0","56.9042950218","914.0","5.78151685749","80.0","2.93470286134","130.0","4.68975468975","2692.0","11.0672586746","779.0","22.9658018868","1317.0","11549.0","32988.0","4265.0","12041.0","87.0","3630.0","30.1469977577","78.2927497716","38.7569067588","674.0","5.59754173241","221.0","32.7893175074","307.0","2604.0","2123.0","8.0","2.0","1299.0","52.0400307929","42.8021555042","15.0","9.0","8.0","2.0","8849.0","363.79707285"
"Heimfeld","21798.0","3736.0","17.1391870814","3437.0","15.7675016057","5121.0","23.4929810074","9537.0","43.7517203413","2291.0","61.2730676652","12044.0","1.81086017934","6649.0","55.2059116573","2280.0","18.9305878446","606.0","26.5789473684","13.0042323156","1676.22351485","273.0","205.0","3414.0","3039.0","375.0","8691.0","57.1212619126","911.0","5.98751232337","84.0","2.97661233168","122.0","5.93673965937","2726.0","12.5057344711","734.0","23.3312142403","1450.0","9595.0","30132.0","2474.0","10551.0","10.0","1529.0","14.4915173917","71.3642308786","34.5428020919","1487.0","14.0934508577","123.0","8.27168796234","314.0","2468.0","2478.0","8.0","2.0","1141.0","54.1630148992","32.4276950044","25.0","8.0","13.0","3.0","6252.0","286.815304156"
"Moorburg und Altenwerder","742.0","149.0","20.0808625337","99.0","13.3423180593","54.0","7.27762803235","115.0","15.5405405405","24.0","16.1073825503","368.0","2.01630434783","167.0","45.3804347826","84.0","22.8260869565","26.0","30.9523809524","16.698194451","44.4359419923","9.0","1.0","73.0","79.0","-6.0","293.0","56.1302681992","17.0","3.25670498084","0.0","0.0","4.0","3.6036036036","72.0","9.70350404313","25.0","20.6611570248","33.0","361.0","34544.0","226.0","328.0","0.0","242.0","73.7804878049","99.4054878049","43.9420485175","0.0","0.0","0.0","0.0","206.0",".    ",".    ","2.0","0.0","46.0","65.2173913043","32.6086956522","0.0","0.0","0.0","0.0","374.0","504.043126685"
"Hausbruch","16862.0","3202.0","18.9894437196","3371.0","19.9916973076","2471.0","14.6542521646","8899.0","52.7848626846","2248.0","70.2280537332","7579.0","2.20226942868","2776.0","36.62752342","1871.0","24.6866341206","465.0","24.8530197755","9.8349337359","1714.50062123","156.0","145.0","1292.0","1253.0","39.0","6219.0","56.9192751236","743.0","6.80029287937","55.0","2.59556394526","148.0","6.35193133047","2569.0","15.2354406357","759.0","29.5906432749","1146.0","7349.0","31023.0","2937.0","7172.0","9.0","2677.0","37.3257110987","84.2805354155","35.8474676788","1148.0","16.0066926938","72.0","6.27177700348","238.0","2554.0","2193.0","9.0","1.0","1207.0","64.0430820215","30.8202154101","16.0","4.0","11.0","2.0","6096.0","361.522951014"
"Neugraben-Fischbek","28991.0","5584.0","19.2611500121","6035.0","20.8168052154","4583.0","15.8083543169","12885.0","44.46783545","3515.0","62.9364368845","13506.0","2.11306086184","5260.0","38.9456537835","3141.0","23.2563305198","800.0","25.4695956702","22.5234258677","1287.14877436","338.0","261.0","3459.0","2470.0","989.0","10185.0","55.5434367672","1285.0","7.00768937122","108.0","3.27769347496","241.0","6.5453557849","4184.0","14.4320651237","1183.0","25.6116042433","2007.0","12290.0","31101.0","5585.0","12467.0","183.0","5117.0","41.0443571028","84.7782144862","36.4571763651","910.0","7.29927007299","228.0","25.0549450549","266.0","2357.0","1993.0","13.0","4.0","1785.0","62.5770308123","33.0532212885","37.0","15.0","21.0","5.0","10309.0","355.593115105"
"Francop","672.0","111.0","16.5178571429","125.0","18.6011904762","56.0","8.33333333333","90.0","13.3729569094","11.0","9.90990990991","320.0","2.15625","121.0","37.8125","66.0","20.625","17.0","25.7575757576","8.813302542","76.2483753165","10.0","6.0","51.0","84.0","-33.0","280.0","60.8695652174","9.0","1.95652173913","0.0","0.0","0.0","0.0","25.0","3.72023809524","7.0","8.04597701149","12.0","356.0","35782.0","196.0","329.0","0.0","237.0","72.0364741641","98.9240121581","48.431547619","0.0","0.0","0.0","0.0","209.0",".    ",".    ","0.0","0.0","34.0","55.8823529412","44.1176470588","1.0","0.0","0.0","0.0","361.0","537.202380952"
"Neuenfelde","4954.0","1073.0","21.6592652402","728.0","14.6951958014","1499.0","30.258377069","2358.0","47.6556184317","673.0","62.8384687208","2260.0","2.23185840708","942.0","41.6814159292","548.0","24.2477876106","113.0","20.6204379562","15.6755941041","316.032679023","60.0","21.0","839.0","565.0","274.0","1701.0","51.0351035104","217.0","6.51065106511","21.0","3.19634703196","31.0","5.95009596929","666.0","13.4436818732","216.0","24.1881298992","314.0","1909.0","32879.0","1033.0","1938.0","1.0","1178.0","60.7843137255","95.2698658411","37.2694792087","291.0","15.0154798762","0.0","0.0","204.0",".    ",".    ","2.0","1.0","347.0","63.976945245","32.5648414986","1.0","1.0","3.0","1.0","1891.0","381.711748082"
"Cranz","826.0","123.0","14.8910411622","150.0","18.1598062954","195.0","23.607748184","308.0","37.3786407767","66.0","53.6585365854","476.0","1.78781512605","262.0","55.0420168067","75.0","15.756302521","20.0","26.6666666667","1.332876373","619.712387985","7.0","11.0","160.0","111.0","49.0","341.0","59.5113438045","38.0","6.63176265271","0.0","0.0","5.0","4.46428571429","98.0","11.8644067797","27.0","26.213592233","54.0","378.0","31335.0","166.0","397.0","0.0","145.0","36.523929471","87.3098236776","41.9636803874","0.0","0.0","0.0","0.0","212.0",".    ",".    ","1.0","1.0","37.0","45.9459459459","45.9459459459","2.0","2.0","0.0","0.0","338.0","409.200968523"
"Hamburg-Mitte","301550.0","48313.0","16.0215552976","42892.0","14.2238434754","84912.0","28.1585143426","145211.0","49.3871290294","34356.0","71.1142389932","165199.0","1.75870919315","95818.0","58.0015617528","27896.0","16.8863007645","8309.0","29.7856323487","142.3","2119.11454673","3633.0","2381.0","34119.0","30797.0","3322.0","115032.0","52.7822260562","15975.0","7.33009998302","1106.0","3.1344764064","2369.0","7.43518925366","50938.0","16.8920577019","14129.0","34.6970850421","25683.0","134169.0","26041.0","23907.0","144576.0","1117.0","13152.0","9.09694555113","65.8809760956","31.5861648151","22552.0","15.5987162461","5428.0","24.06881873",".    ",".    ",".    ","138.0","35.0","14736.0","65.4994571118","29.8317046688","741.0","248.0","282.0","72.0","77372.0","256.580998176"
"Altona","270263.0","47920.0","17.7308769606","48612.0","17.9869238483","43496.0","16.0939529273","86383.0","31.9713237771","21362.0","44.5821854913","145752.0","1.84132636259","77965.0","53.4915472858","28758.0","19.730775564","7150.0","24.8626469156","77.9","3469.35815148","3115.0","2583.0","25368.0","22537.0","2831.0","97691.0","53.9338931492","10008.0","5.52528280637","776.0","2.92675567625","1728.0","5.91780821918","25860.0","9.5684573915","6521.0","16.0932872655","14539.0","130362.0","48620.0","37542.0","134141.0","861.0","28965.0","21.5929507011","80.9755853915","40.1910213385","10501.0","7.82832989168","3392.0","32.3016855538",".    ",".    ",".    ","199.0","36.0","14424.0","45.7293399889","51.7748197449","846.0","200.0","252.0","63.0","89705.0","331.917428579"
"Eimsbüttel","262130.0","39569.0","15.09518178","49842.0","19.0142295807","35540.0","13.5581581658","71787.0","27.3992000122","16197.0","40.9428715875","151685.0","1.72881959324","86659.0","57.1308962653","24971.0","16.4624056433","5896.0","23.6113892115","49.8","5263.65461847","3122.0","2267.0","27266.0","25136.0","2130.0","104384.0","58.4610731828","7273.0","4.0733003646","538.0","2.16203182768","1265.0","4.41135444274","16329.0","6.22935184832","3883.0","11.5103008745","9460.0","134036.0","44653.0","31829.0","140241.0","532.0","22018.0","15.7001162285","76.2178464215","40.7769694426","5123.0","3.65299734029","1184.0","23.11145813",".    ",".    ",".    ","192.0","33.0","11082.0","40.5883414546","56.3075257174","870.0","161.0","273.0","57.0","90157.0","343.940029756"
"Hamburg-Nord","306732.0","41017.0","13.3722598229","50742.0","16.5427800164","40636.0","13.2480471552","81169.0","26.4759798549","16899.0","41.2060178976","190234.0","1.60626912119","119564.0","62.8510150657","26210.0","13.7777684326","6803.0","25.9557420832","57.8","5306.78200692","3860.0","2640.0","35373.0","31809.0","3564.0","135899.0","61.5743950124","9930.0","4.49917764276","664.0","2.25206891874","1742.0","5.5154508612","21612.0","7.04589022339","4655.0","13.1933225633","13328.0","161769.0","41123.0","31064.0","176563.0","2048.0","16486.0","9.33717709826","68.412306089","39.3799212342","8002.0","4.53209336044","1693.0","21.1572106973",".    ",".    ",".    ","180.0","26.0","10991.0","46.2924210718","50.9234828496","1045.0","255.0","298.0","79.0","98144.0","319.966615808"
"Wandsbek","429918.0","72171.0","16.7871547597","95142.0","22.130266702","53305.0","12.3988760647","127932.0","29.7726764969","32662.0","45.2676950369","224170.0","1.90175313378","108236.0","48.2829995093","43656.0","19.4745059553","10602.0","24.2853216053","147.5","2914.69830508","4228.0","4579.0","34800.0","28663.0","6137.0","158271.0","57.5164895067","13364.0","4.85654583447","1093.0","2.43733832843","2504.0","4.80835701667","40048.0","9.31526477142","11029.0","18.5047230751","20544.0","205276.0","39964.0","77202.0","210132.0","1556.0","66221.0","31.5140007234","83.5637123332","40.8436259938","16680.0","7.93786762606","3644.0","21.8465227818",".    ",".    ",".    ","218.0","55.0","23455.0","49.2645491366","47.6955872948","787.0","269.0","352.0","83.0","171040.0","397.843309654"
"Bergedorf","126395.0","22704.0","17.9627358677","23802.0","18.8314411171","16720.0","13.2283713754","46229.0","36.6048522472","11780.0","51.9354554272","61133.0","2.02339162155","26391.0","43.1698100862","13391.0","21.9046995894","3461.0","25.8457172728","154.7","817.032967033","1338.0","1189.0","10172.0","9098.0","1074.0","49312.0","58.7355281338","3836.0","4.5690599838","211.0","1.4339109752","678.0","4.30612892982","13297.0","10.520194628","3778.0","20.2715029243","6541.0","56815.0","33147.0","21699.0","57229.0","381.0","19206.0","33.559908438","83.5888448164","37.8472724396","7455.0","13.0266123818","1966.0","26.3715627096",".    ",".    ",".    ","59.0","20.0","7564.0","56.5705975674","41.2480169223","226.0","78.0","91.0","23.0","49306.0","390.094544879"
"Harburg","163771.0","28844.0","17.6123977994","30219.0","18.4519847836","35335.0","21.5758589738","72535.0","44.312690529","18297.0","63.4519350811","83493.0","1.92767058316","40673.0","48.7142634712","16628.0","19.9154420131","4301.0","25.8660091412","125.1","1309.12070344","1934.0","1475.0","18255.0","14694.0","3561.0","60778.0","55.4634885291","6916.0","6.31125549817","599.0","2.93973301924","1050.0","5.7273768614","22093.0","13.4901783588","6400.0","26.7000417188","10826.0","71341.0","30004.0","25955.0","75710.0","586.0","21845.0","28.8535200106","77.3235768062","35.7460600473","7459.0","9.85206709814","1774.0","23.7833489744",".    ",".    ",".    ","76.0","17.0","9039.0","57.849319615","35.855736254","308.0","92.0","130.0","33.0","54056.0","330.070647428"
"Hamburg","1860759.0","300538.0","16.1513661898","341251.0","18.3393443213","309944.0","16.6568588409","631246.0","34.0758726718","151553.0","50.4388139875","1021666.0","1.79870525201","555306.0","54.3529881586","181510.0","17.7660801084","46522.0","25.6305437717","755.1","2464.25506555","21233.0","17116.0","106257.0","89352.0","16905.0","723026.0","57.0641360461","67685.0","5.3419739377","5065.0","2.58283954269","11370.0","5.48015192119","191041.0","10.2668319756","50527.0","20.01330867","101572.0","943570.0","39054.0","249198.0","938592.0","7081.0","187893.0","20.018602332","76.0204508455","38.345743323","78956.0","8.41217483209","19081.0","24.1666244491","625.0","3539.0","3965.0","1062.0","222.0","93367.0","51.3543329013","45.0533914552","4823.0","1303.0","1678.0","410.0","629834.0","338.482307489"
